free_text,address,price,price_meter,rooms,area,more,add_link,scraping_date
Mieszkanie 63 m2 3 pokoje Olsztyn Podgrodzie,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",523 000 zł,8302 zł/m²,3 pokoje,63 m²,63 m²,/pl/oferta/mieszkanie-63-m2-3-pokoje-olsztyn-podgrodzie-ID4a5pX,2024-01-16
"DUŻE mieszkanie, WYSOKI standard, IDEALNY rozkład","Mieszkanie na sprzedaż: ul. Ludwika Zamenhofa, Podleśna, Olsztyn, warmińsko-mazurskie",1 169 910 zł,12 999 zł/m²,4 pokoje,90 m²,90 m²,/pl/oferta/duze-mieszkanie-wysoki-standard-idealny-rozklad-ID4ozL1,2024-01-16
Apartamenty Wyzwolenia | apartament nr 56,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",697 872 zł,12 400 zł/m²,3 pokoje,"56,28 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-56-ID4nyxZ,2024-01-16
Kawalerka dla inwestora. Bardzo dobra lokalizacja,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza, Nagórki, Olsztyn, warmińsko-mazurskie",219 000 zł,9050 zł/m²,1 pokój,"24,2 m²",Biuro nieruchomości,/pl/oferta/kawalerka-dla-inwestora-bardzo-dobra-lokalizacja-ID4oHC6,2024-01-16
"Mieszkanie 63m2, Morenowa, Tęczowy Las","Mieszkanie na sprzedaż: Morenowa, Bartąg, Stawiguda, olsztyński, warmińsko-mazurskie",750 000 zł,11 969 zł/m²,3 pokoje,"62,66 m²","62,66 m²",/pl/oferta/mieszkanie-63m2-morenowa-teczowy-las-ID4oHzH,2024-01-16
"Lokal użytkowy lub mieszkanie, parter przy Ratuszu","Mieszkanie na sprzedaż: ul. Marii Curie-Skłodowskiej, Śródmieście, Olsztyn, warmińsko-mazurskie",493 000 zł,6991 zł/m²,3 pokoje,"70,52 m²",Biuro nieruchomości,/pl/oferta/lokal-uzytkowy-lub-mieszkanie-parter-przy-ratuszu-ID4lp8a,2024-01-16
"Mieszkanie przy Ratuszu, parter na b&b lub kwatery","Mieszkanie na sprzedaż: ul. Marii Curie-Skłodowskiej, Śródmieście, Olsztyn, warmińsko-mazurskie",399 500 zł,6880 zł/m²,6 pokoi,"58,07 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-przy-ratuszu-parter-na-b-b-lub-kwatery-ID4lp8m,2024-01-16
Mieszkanie 3 pokoje Śródmieście,"Mieszkanie na sprzedaż: Kormoran, Olsztyn, warmińsko-mazurskie",429 000 zł,8906 zł/m²,3 pokoje,"48,17 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-srodmiescie-ID4oBhN,2024-01-16
Gotowiec inwestycyjny/świeżo po remoncie,"Mieszkanie na sprzedaż: ul. Wincentego Pstrowskiego, Nagórki, Olsztyn, warmińsko-mazurskie",610 000 zł,7731 zł/m²,5 pokoi,"78,9 m²",Biuro nieruchomości,/pl/oferta/gotowiec-inwestycyjny-swiezo-po-remoncie-ID4n0k9,2024-01-16
"MIESZKANIE 35,9m2 2 piętro, Boeningka Olsztyn","Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",349 000 zł,9721 zł/m²,2 pokoje,"35,9 m²","35,9 m²",/pl/oferta/mieszkanie-35-9m2-2-pietro-boeningka-olsztyn-ID4oeIG,2024-01-16
3-pokojowe mieszkanie przy ul. Jaroszyka,"Mieszkanie na sprzedaż: ul. Kazimierza Jaroszyka, Jaroty, Olsztyn, warmińsko-mazurskie",439 000 zł,9052 zł/m²,3 pokoje,"48,5 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-mieszkanie-przy-ul-jaroszyka-ID4oyVF,2024-01-16
Sprzedam Mieszkanie na Olsztyńskiej starówce,"Mieszkanie na sprzedaż: ul. Stanisława Staszica, Śródmieście, Olsztyn, warmińsko-mazurskie",360 000 zł,9704 zł/m²,2 pokoje,"37,1 m²",Biuro nieruchomości,/pl/oferta/sprzedam-mieszkanie-na-olsztynskiej-starowce-ID4n4VN,2024-01-16
Mieszkanie na Boenigka,"Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",535 780 zł,8900 zł/m²,3 pokoje,"60,2 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-na-boenigka-ID4ojPi,2024-01-16
"Mieszkanie 72,5m2 Olsztyn, osiedle Nagórki","Mieszkanie na sprzedaż: Nagórki, Olsztyn, warmińsko-mazurskie",545 000 zł,7517 zł/m²,4 pokoje,"72,5 m²","72,5 m²",/pl/oferta/mieszkanie-72-5m2-olsztyn-osiedle-nagorki-ID4oH2e,2024-01-16
Przestronne 3pokojowe mieszkanie w Centrum Jarot!,"Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",610 000 zł,8957 zł/m²,3 pokoje,"68,1 m²",Biuro nieruchomości,/pl/oferta/przestronne-3pokojowe-mieszkanie-w-centrum-jarot-ID4oABA,2024-01-16
"Super okazja, kawalerka, Małeckiego","Mieszkanie na sprzedaż: ul. Antoniego Małeckiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",227 000 zł,9458 zł/m²,1 pokój,24 m²,Biuro nieruchomości,/pl/oferta/super-okazja-kawalerka-maleckiego-ID4oE9u,2024-01-16
Mieszkanie z dodatkową możliwością rozbudowy 3p.,"Mieszkanie na sprzedaż: ul. Złota, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",495 000 zł,8534 zł/m²,3 pokoje,58 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-z-dodatkowa-mozliwoscia-rozbudowy-3p-ID4onMv,2024-01-16
"KORTOWO 2 POK, po remoncie, super lokalizacja bezp","Mieszkanie na sprzedaż: ul. Jana Żiżki, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",299 997 zł,10 345 zł/m²,2 pokoje,29 m²,29 m²,/pl/oferta/kortowo-2-pok-po-remoncie-super-lokalizacja-bezp-ID4oy4A,2024-01-16
"Prestiżowy apartament, wysoki standard, winda","Mieszkanie na sprzedaż: ul. Dąbrowszczaków, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",799 000 zł,6511 zł/m²,4 pokoje,"122,72 m²",Biuro nieruchomości,/pl/oferta/prestizowy-apartament-wysoki-standard-winda-ID4oBcY,2024-01-16
"OKAZJA! Centrum Ratuszowa, mieszkanie w kamienicy","Mieszkanie na sprzedaż: ul. Ratuszowa, Śródmieście, Olsztyn, warmińsko-mazurskie",299 000 zł,6874 zł/m²,2 pokoje,"43,5 m²","43,5 m²",/pl/oferta/okazja-centrum-ratuszowa-mieszkanie-w-kamienicy-ID4l2c7,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 19,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",522 399 zł,11 300 zł/m²,2 pokoje,"46,23 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-19-ID4ntZh,2024-01-16
Mieszkanie z balkonem i strychem - ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",560 000 zł,7000 zł/m²,3 pokoje,80 m²,Inwestycja deweloperska,/pl/oferta/mieszkanie-z-balkonem-i-strychem-ul-kiemliczow-ID4o6uY,2024-01-16
Bianco | mieszkanie 4 pok. M12,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",708 000 zł,7882 zł/m²,4 pokoje,"89,82 m²",Inwestycja deweloperska,/pl/oferta/bianco-mieszkanie-4-pok-m12-ID4jWDR,2024-01-16
"Redykajny,42m2.,po remoncie,370000zł., od zaraz","Mieszkanie na sprzedaż: Redykajny, Olsztyn, warmińsko-mazurskie",369 000 zł,8786 zł/m²,2 pokoje,42 m²,Biuro nieruchomości,/pl/oferta/redykajny-42m2-po-remoncie-370000zl-od-zaraz-ID4nYLH,2024-01-16
"Bartąg,Morenowa,56m2.Miejsce Postojowe,579000zł.","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",509 000 zł,9089 zł/m²,2 pokoje,56 m²,Biuro nieruchomości,/pl/oferta/bartag-morenowa-56m2-miejsce-postojowe-579000zl-ID4oo1X,2024-01-16
"Mieszkanie 72m2, 4 pokoje, Jaroty / Wiecherta","Mieszkanie na sprzedaż: ul. Ernsta Wiecherta, Jaroty, Olsztyn, warmińsko-mazurskie",520 000 zł,7222 zł/m²,4 pokoje,72 m²,72 m²,/pl/oferta/mieszkanie-72m2-4-pokoje-jaroty-wiecherta-ID4oGGI,2024-01-16
Dwupokojowe Jaroty ul. Popiełuszki,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Jaroty, Olsztyn, warmińsko-mazurskie",355 000 zł,12 241 zł/m²,2 pokoje,29 m²,29 m²,/pl/oferta/dwupokojowe-jaroty-ul-popieluszki-ID4o2zK,2024-01-16
"Mieszkanie 3 pokoje, po remoncie, zabudowy, agd","Mieszkanie na sprzedaż: Podleśna, Olsztyn, warmińsko-mazurskie",455 000 zł,9619 zł/m²,3 pokoje,"47,3 m²","47,3 m²",/pl/oferta/mieszkanie-3-pokoje-po-remoncie-zabudowy-agd-ID4oGug,2024-01-16
"Osiedle Aurora, M65, widok na teren zielony","Mieszkanie na sprzedaż: ul. Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",827 820 zł,9000 zł/m²,5 pokoi,"91,98 m²",Inwestycja deweloperska,/pl/oferta/osiedle-aurora-m65-widok-na-teren-zielony-ID4evWl,2024-01-16
Apartamenty Wyzwolenia | apartament nr 94,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",542 880 zł,13 000 zł/m²,2 pokoje,"41,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-94-ID4nyyE,2024-01-16
Mieszkanie inwestycyjne - Podgrodzie Olsztyn,"Mieszkanie na sprzedaż: Podgrodzie, Olsztyn, warmińsko-mazurskie",266 000 zł,6650 zł/m²,2 pokoje,40 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-inwestycyjne-podgrodzie-olsztyn-ID4oqP7,2024-01-16
Mieszkanie na parterze - Osiedle Belweder,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki 10, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",480 000 zł,8000 zł/m²,2 pokoje,60 m²,60 m²,/pl/oferta/mieszkanie-na-parterze-osiedle-belweder-ID4mVx4,2024-01-16
Mieszkanie 3 pokojowe Nagórki,"Mieszkanie na sprzedaż: ul. Stanisława Murzynowskiego, Nagórki, Olsztyn, warmińsko-mazurskie",495 000 zł,8195 zł/m²,3 pokoje,"60,4 m²","60,4 m²",/pl/oferta/mieszkanie-3-pokojowe-nagorki-ID4oGsb,2024-01-16
"luksusowy apartament w Olsztynie, okazja, OSTATNI","Mieszkanie na sprzedaż: ul. Grunwaldzka 14a, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",1 999 000 zł,12 340 zł/m²,4 pokoje,162 m²,162 m²,/pl/oferta/luksusowy-apartament-w-olsztynie-okazja-ostatni-ID4ezbU,2024-01-16
Prestiżowy apartament nad Jeziorem,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",1 337 424 zł,14 900 zł/m²,3 pokoje,"89,76 m²",Biuro nieruchomości,/pl/oferta/prestizowy-apartament-nad-jeziorem-ID4nPIc,2024-01-16
APARTAMENT 107m2 1 PIĘTRO CENTRUM ul. Wyzwolenia 9,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",799 000 zł,7467 zł/m²,4 pokoje,107 m²,107 m²,/pl/oferta/apartament-107m2-1-pietro-centrum-ul-wyzwolenia-9-ID4ifqY,2024-01-16
Apartament przy lesie Miejskim - Hynka,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",412 000 zł,9985 zł/m²,2 pokoje,"41,26 m²",Biuro nieruchomości,/pl/oferta/apartament-przy-lesie-miejskim-hynka-ID4ojpY,2024-01-16
Barcza 10 - dwa pokoje i kuchnia po remoncie,"Mieszkanie na sprzedaż: ul. Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",429 000 zł,8809 zł/m²,2 pokoje,"48,7 m²",Biuro nieruchomości,/pl/oferta/barcza-10-dwa-pokoje-i-kuchnia-po-remoncie-ID4oGjU,2024-01-16
Mieszkanie z balkonem i strychem - ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",560 000 zł,7000 zł/m²,3 pokoje,80 m²,Inwestycja deweloperska,/pl/oferta/mieszkanie-z-balkonem-i-strychem-ul-kiemliczow-ID4o6uS,2024-01-16
Bianco | mieszkanie 4 pok. M18,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",,,4 pokoje,"89,82 m²",Inwestycja deweloperska,/pl/oferta/bianco-mieszkanie-4-pok-m18-ID4jWDP,2024-01-16
A.12 2-pokojowy apartament przy jeziorze Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",675 270 zł,18 495 zł/m²,2 pokoje,"36,51 m²",Inwestycja deweloperska,/pl/oferta/a-12-2-pokojowy-apartament-przy-jeziorze-ukiel-ID4nxui,2024-01-16
UMOWA PRZEDWSTĘPNA - 2 pokoje nad Jeziorem Długim,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",455 000 zł,12 405 zł/m²,2 pokoje,"36,68 m²","36,68 m²",/pl/oferta/umowa-przedwstepna-2-pokoje-nad-jeziorem-dlugim-ID4o5xT,2024-01-16
"Mieszkanie, 3 pokoje, Olsztyn, osiedle Podleśna","Mieszkanie na sprzedaż: ul. Chełmińska, Podleśna, Olsztyn, warmińsko-mazurskie",420 000 zł,6462 zł/m²,3 pokoje,65 m²,65 m²,/pl/oferta/mieszkanie-3-pokoje-olsztyn-osiedle-podlesna-ID4od8M,2024-01-16
"Małeckiego - duży pokój, kuchnia z oknem, piwnica","Mieszkanie na sprzedaż: ul. Antoniego Małeckiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",229 000 zł,8808 zł/m²,1 pokój,26 m²,Biuro nieruchomości,/pl/oferta/maleckiego-duzy-pokoj-kuchnia-z-oknem-piwnica-ID4oGdb,2024-01-16
Idealne na start! Idealne pod kredyt 2% Dworcowa 9,"Mieszkanie na sprzedaż: ul. Dworcowa, Pojezierze, Olsztyn, warmińsko-mazurskie",319 000 zł,8368 zł/m²,2 pokoje,"38,12 m²",Biuro nieruchomości,/pl/oferta/idealne-na-start-idealne-pod-kredyt-2-dworcowa-9-ID4o7iV,2024-01-16
Atrakcyjne 2-poziomowe z 3 balkonami-świetny punkt,"Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",749 000 zł,8740 zł/m²,4 pokoje,"85,7 m²",Biuro nieruchomości,/pl/oferta/atrakcyjne-2-poziomowe-z-3-balkonami-swietny-punkt-ID4lJgD,2024-01-16
"Prestiżowy apartament, wysoki standard, winda","Mieszkanie na sprzedaż: ul. ks. Roberta Bilitewskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",810 000 zł,11 248 zł/m²,3 pokoje,"72,01 m²",Biuro nieruchomości,/pl/oferta/prestizowy-apartament-wysoki-standard-winda-ID4oGaj,2024-01-16
Mieszkanie Jagiełły Park w Olsztynku!,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",435 000 zł,8481 zł/m²,3 pokoje,"51,29 m²","51,29 m²",/pl/oferta/mieszkanie-jagielly-park-w-olsztynku-ID4oyMl,2024-01-16
"Nowe Mieszkanie w Olsztynku! Bez podatku, bez PCC!","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",425 000 zł,8558 zł/m²,3 pokoje,"49,66 m²","49,66 m²",/pl/oferta/nowe-mieszkanie-w-olsztynku-bez-podatku-bez-pcc-ID4oyLB,2024-01-16
Mieszkanie poddasze gotowe 37m 2 pok Os. Generałów,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",440 000 zł,11 927 zł/m²,2 pokoje,"36,89 m²","36,89 m²",/pl/oferta/mieszkanie-poddasze-gotowe-37m-2-pok-os-generalow-ID4o5sY,2024-01-16
Mieszkanie 3 pokoje świetna lokalizacja Olsztyn,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza 10, Nagórki, Olsztyn, warmińsko-mazurskie",410 000 zł,6788 zł/m²,3 pokoje,"60,4 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-swietna-lokalizacja-olsztyn-ID4oacl,2024-01-16
Mieszkanie 3 pokoje Pieczewo Olsztyn,"Mieszkanie na sprzedaż: ul. Władysława Gębika 59, Pieczewo, Olsztyn, warmińsko-mazurskie",549 000 zł,8318 zł/m²,3 pokoje,66 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-pieczewo-olsztyn-ID4ordK,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 8,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",655 992 zł,10 800 zł/m²,3 pokoje,"60,74 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-8-ID4nu6J,2024-01-16
Sprzedam mieszkanie 2 pokoje 37m2 Olsztyn Dworcowa,"Mieszkanie na sprzedaż: ul. Dworcowa 16, Pojezierze, Olsztyn, warmińsko-mazurskie",330 000 zł,8871 zł/m²,2 pokoje,"37,2 m²","37,2 m²",/pl/oferta/sprzedam-mieszkanie-2-pokoje-37m2-olsztyn-dworcowa-ID4otJu,2024-01-16
"42 m2, 2 pokoje, 1 piętro. Witosa. Blisko las","Mieszkanie na sprzedaż: ul. Wincentego Witosa, Jaroty, Olsztyn, warmińsko-mazurskie",394 000 zł,9570 zł/m²,2 pokoje,"41,17 m²","41,17 m²",/pl/oferta/42-m2-2-pokoje-1-pietro-witosa-blisko-las-ID4oFXf,2024-01-16
"Mieszkanie blisko centrum. Antresola, garderoba.","Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",639 000 zł,9397 zł/m²,3 pokoje,68 m²,68 m²,/pl/oferta/mieszkanie-blisko-centrum-antresola-garderoba-ID4o4P7,2024-01-16
"2-pokojowe mieszkanie z balkonem, Jaroty","Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",369 000 zł,8794 zł/m²,2 pokoje,"41,96 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-jaroty-ID4okrw,2024-01-16
3 pokojowe mieszkanie po generalnym remoncie!,"Mieszkanie na sprzedaż: ul. Ignacego Paderewskiego, Podleśna, Olsztyn, warmińsko-mazurskie",415 000 zł,8585 zł/m²,3 pokoje,"48,34 m²","48,34 m²",/pl/oferta/3-pokojowe-mieszkanie-po-generalnym-remoncie-ID4nJgl,2024-01-16
"48,5 m2 -przestronne 2 pokoje z dużym balkonem","Mieszkanie na sprzedaż: ul. Kardynała Stanisława Hozjusza, Redykajny, Olsztyn, warmińsko-mazurskie",429 000 zł,8845 zł/m²,2 pokoje,"48,5 m²","48,5 m²",/pl/oferta/48-5-m2-przestronne-2-pokoje-z-duzym-balkonem-ID4oy48,2024-01-16
"Mieszkanie, 35,87 m², Olsztyn","Mieszkanie na sprzedaż: Nagórki, Olsztyn, warmińsko-mazurskie",399 000 zł,11 124 zł/m²,2 pokoje,"35,87 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-35-87-m-olsztyn-ID4oFPb,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 53,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"45,65 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-53-ID4ntYL,2024-01-16
Mieszkanie z ogródkiem Olsztyn ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",570 000 zł,7945 zł/m²,3 pokoje,"71,74 m²",Inwestycja deweloperska,/pl/oferta/mieszkanie-z-ogrodkiem-olsztyn-ul-kiemliczow-ID4o6u8,2024-01-16
Bianco | nowoczesne mieszkanie M5,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"46,37 m²",Inwestycja deweloperska,/pl/oferta/bianco-nowoczesne-mieszkanie-m5-ID4jWDH,2024-01-16
A.13 2-pokojowy apartament przy jeziorze Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",675 270 zł,18 495 zł/m²,2 pokoje,"36,51 m²",Inwestycja deweloperska,/pl/oferta/a-13-2-pokojowy-apartament-przy-jeziorze-ukiel-ID4kXSU,2024-01-16
"3 pokoje, 58 M , 2 p., Kanta, Jaroty","Mieszkanie na sprzedaż: ul. Immanuela Kanta, Jaroty, Olsztyn, warmińsko-mazurskie",489 000 zł,8388 zł/m²,3 pokoje,"58,3 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-58-m-2-p-kanta-jaroty-ID4oFEG,2024-01-16
"Mieszkanie Olsztyn-Jaroty 60,2m2, 3 pokoje","Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",490 000 zł,8140 zł/m²,3 pokoje,"60,2 m²","60,2 m²",/pl/oferta/mieszkanie-olsztyn-jaroty-60-2m2-3-pokoje-ID4oc39,2024-01-16
5 pokoi 87 m² ul. Iwaszkiewicza 30,"Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",590 000 zł,6782 zł/m²,5 pokoi,87 m²,87 m²,/pl/oferta/5-pokoi-87-m-ul-iwaszkiewicza-30-ID4nesJ,2024-01-16
"Mieszkanie 72,5m Iwaszkiewicza","Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",550 000 zł,7586 zł/m²,4 pokoje,"72,5 m²","72,5 m²",/pl/oferta/mieszkanie-72-5m-iwaszkiewicza-ID4orOP,2024-01-16
"Mieszkanie 74m2, Olsztyn, ul. Bartąska","Mieszkanie na sprzedaż: ul. Bartąska, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",785 000 zł,10 608 zł/m²,4 pokoje,74 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-74m2-olsztyn-ul-bartaska-ID4oFjq,2024-01-16
"Mieszkanie 36m2, Olsztyn Boenigka","Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",365 000 zł,10 139 zł/m²,2 pokoje,36 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-36m2-olsztyn-boenigka-ID4oFjk,2024-01-16
"Mieszkanie 47,2 m2 + loggia + piwnica ul. Dworcowa","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",420 000 zł,8898 zł/m²,3 pokoje,"47,2 m²","47,2 m²",/pl/oferta/mieszkanie-47-2-m2-loggia-piwnica-ul-dworcowa-ID4oF7U,2024-01-16
Mieszkanie blisko Starego Miasta,"Mieszkanie na sprzedaż: Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",340 000 zł,6719 zł/m²,3 pokoje,"50,6 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-blisko-starego-miasta-ID4oF7C,2024-01-16
"3 pokojowe, oddzielna kuchnia, duży balkon","Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",389 000 zł,6538 zł/m²,3 pokoje,"59,5 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-oddzielna-kuchnia-duzy-balkon-ID4ok5C,2024-01-16
"2-pokojowe mieszkanie, gotowe do zamieszkania","Mieszkanie na sprzedaż: ul. Jana Żiżki, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",319 000 zł,8368 zł/m²,2 pokoje,"38,12 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-gotowe-do-zamieszkania-ID4oEUd,2024-01-16
Kawalerka - Centrum - Olsztyn,"Mieszkanie na sprzedaż: ul. Marii Curie-Skłodowskiej, Śródmieście, Olsztyn, warmińsko-mazurskie",269 000 zł,9340 zł/m²,1 pokój,"28,8 m²",Biuro nieruchomości,/pl/oferta/kawalerka-centrum-olsztyn-ID4oEWp,2024-01-16
"Mieszkanie59,5m² na Pieczewie, Świtycz-Widackiej 6","Mieszkanie na sprzedaż: ul. Balbiny Świtycz-Widackiej, Pieczewo, Olsztyn, warmińsko-mazurskie",469 000 zł,7882 zł/m²,3 pokoje,"59,5 m²","59,5 m²",/pl/oferta/mieszkanie59-5m-na-pieczewie-switycz-widackiej-6-ID4osOk,2024-01-16
Mieszkanie dwupoziomowe na sprzedaż,"Mieszkanie na sprzedaż: ul. Jarocka, Jaroty, Olsztyn, warmińsko-mazurskie",400 000 zł,7273 zł/m²,4 pokoje,55 m²,55 m²,/pl/oferta/mieszkanie-dwupoziomowe-na-sprzedaz-ID4oETi,2024-01-16
"2-pokojowe mieszkanie, gotowe do zamieszkania","Mieszkanie na sprzedaż: ul. Jana Żiżki, Podgrodzie, Olsztyn, warmińsko-mazurskie",319 000 zł,8368 zł/m²,2 pokoje,"38,12 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-gotowe-do-zamieszkania-ID4o8Nk,2024-01-16
Przestronne klimatyczne mieszkanie w centrum,"Mieszkanie na sprzedaż: ul. Andrzeja Samulowskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",749 000 zł,6119 zł/m²,3 pokoje,"122,4 m²",Biuro nieruchomości,/pl/oferta/przestronne-klimatyczne-mieszkanie-w-centrum-ID4oER1,2024-01-16
Apartament Osiedle Belweder 108m2 + 2 Piwnice,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",999 999 zł,9259 zł/m²,4 pokoje,108 m²,Biuro nieruchomości,/pl/oferta/apartament-osiedle-belweder-108m2-2-piwnice-ID4oEOL,2024-01-16
"Na sprzedaż wyjątkowy ""tercet egzotyczny""!","Mieszkanie na sprzedaż: ul. gen. Stefana Grota Roweckiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",539 000 zł,7190 zł/m²,4 pokoje,"74,97 m²",Biuro nieruchomości,/pl/oferta/na-sprzedaz-wyjatkowy-tercet-egzotyczny-ID4lVGo,2024-01-16
Gotowe do zamieszkania 72m2 na oś. Jaroty,"Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",469 000 zł,6469 zł/m²,3 pokoje,"72,5 m²",Biuro nieruchomości,/pl/oferta/gotowe-do-zamieszkania-72m2-na-os-jaroty-ID4mOoL,2024-01-16
